carIndex,make,model,reg,colour,miles,price,dealer,town,telephone,description,region
812,Ford,Escort,D,grey,55700,899,Wrights Quality Cars,Liverpool,01514 567843,3 door,NW
813,Ford,Escort,F,red,33000,2000,Nixons Used Autos,Liverpool,01514 561235,3 door,NW
814,Ford,Escort,G,blue,23000,1050,Acme Autos,Colchester,01206 452345,3 door,E
815,Ford,Escort,H,white,15000,1850,Acme Autos,Colchester,01206 452345,VGC,E
816,Ford,Escort,J,green,65500,2000,University Motors,Cambridge,01223 768956,aircon,C
817,Ford,Fiesta,J,yellow,12400,2100,University Motors,Cambridge,01223 768956,MOT,C
818,Ford,Fiesta,K,red,26500,300,Smith Autos,Cambridge,01223 654318,MOT,C
819,Ford,Fiesta,L,pink,32500,550,Station Cars,Manchester,01617 453678,VGC,N
820,Ford,Fiesta,K,white,24500,2380,Station Cars,Manchester,1618 453678,MOT,NW
821,Ford,Fiesta,L,grey,95500,75,Smith Autos,Cambridge,01223 654318,VGC,C
822,Ford,Fiesta,P,red,45600,8600,Smith Autos,Cambridge,01223 654318,aircon,C
823,Ford,Fiesta,N,blue,55700,25,Wrights Quality Cars,Liverpool,01514 567843,MOT,NW
824,Ford,Fiesta,R,white,33000,6200,Wrights Quality Cars,Liverpool,01514 567843,aircon,NW
825,Ford,Fiesta,S,green,23000,125,Wrights Quality Cars,Liverpool,01514 567843,VGC,NW
826,Ford,Fiesta,S,yellow,15000,790,Acme Autos,Colchester,01206 452345,MOT,E
827,Ford,Fiesta,R,red,76900,12999,Acme Autos,Colchester,01206 452345,MOT,E
828,Ford,Fiesta,P,pink,45000,4500,Nixons Used Autos,Liverpool,01514 561235,3 door,NW
829,Ford,Fiesta,G,white,23000,3299,Nixons Used Autos,Liverpool,01514 561235,VGC,NW
830,Ford,Fiesta,L,grey,109000,830,Nixons Used Autos,Liverpool,01514 561235,MOT,NW
831,Ford,Sierra,M,red,98000,1299,Nixons Used Autos,Liverpool,01514 561235,VGC,NW
832,Ford,Sierra,R,red,34000,34000,Nippon Sales,Maldon,01621 456324,MOT,E
833,Ford,Sierra,S,white,45000,5600,Nippon Sales,Maldon,01621 456324,VGC,E
834,Ford,Sierra,G,blue,23000,3499,Nippon Sales,Maldon,01621 456324,VGC,E
835,Ford,Sierra,L,lemon,109000,2899,The Car Shop,Chester,01344 768970,Lady owner,NW
836,Ford,Sierra,M,orange,98000,3450,Frank's Car Sales,Stockton,01677 434210,FSH,NE
837,Ford,Sierra,R,green,34000,4400,Car-U-Like,Portsmouth,01233 872222,Stereo,S
838,Ford,Sierra,S,silver,45000,4650,Wheels of Croydon,Croydon,0181 788 5333,1 owner,S
839,Ford,Sierra,G,blue,23000,15500,Bristol Motors,Bristol,0117 455 3211,Any trial,W
840,Ford,Sierra,L,white,109000,13500,McGovern's Cars,Glasgow,0141 544 9519,Used daily,N
841,Ford,Sierra,M,red,98000,14500,Reliable Harry's,Clapham,0171 556 3288,T&T,S
842,Ford,Sierra,R,green,34000,12500,Dalton Car Sales,Middlesbrough,01155 545889,Radio,NE
844,Ford,Mondeo,R,blue,34000,3500,Prestige Vehicles,Edinburgh,0131 766 4521,Used daily,N
846,Ford,Mondeo,G,red,55000,4500,Nippon Sales,Maldon,01621 456324,Radio,E
847,Ford,Mondeo,L,green,66000,2550,The Car Shop,Chester,01344 768970,VGC,NW
848,Ford,Mondeo,M,silver,34000,3999,Frank's Car Sales,Stockton,01677 434210,MOT,NE
849,Ford,Mondeo,P,blue,56000,2550,Car-U-Like,Portsmouth,01233 872222,VGC,S
850,Ford,Mondeo,G,white,34000,995,Wheels of Croydon,Croydon,0181 788 5333,MOT,S
851,Ford,Mondeo,R,red,44000,7500,Bristol Motors,Bristol,0117 455 3211,VGC,W
852,Ford,Mondeo,S,black,55000,850,McGovern's Cars,Glasgow,0141 544 9519,VGC,N
853,Ford,Mondeo,S,bronze,88000,899,Reliable Harry's,Clapham,0171 556 3288,5-door,S
854,Peugeot,106,R,yellow,23000,2000,Dalton Car Sales,Middlesbrough,01155 545889,Immac,NE
856,Peugeot,106,R,gold,33000,1850,Prestige Vehicles,Edinburgh,0131 766 4521,Lady owner,N
858,Peugeot,306,N,green,41000,2100,Nippon Sales,Maldon,01621 456324,Stereo,E
859,Peugeot,306,L,silver,42000,300,The Car Shop,Chester,01344 768970,1 owner,NW
860,Peugeot,306,P,blue,46000,550,Frank's Car Sales,Stockton,01677 434210,Any trial,NE
861,Peugeot,405,S,white,57000,2380,Car-U-Like,Portsmouth,01233 872222,Used daily,S
862,Peugeot,405,S,blue,58000,75,Wheels of Croydon,Croydon,0181 788 5333,T&T,S
863,Peugeot,405,R,lemon,51000,8600,Bristol Motors,Bristol,0117 455 3211,Radio,W
864,Peugeot,605,R,orange,62000,25,McGovern's Cars,Glasgow,0141 544 9519,VGC,N
865,Peugeot,205,R,green,103000,6200,Reliable Harry's,Clapham,0171 556 3288,VGC,S
866,Peugeot,205,P,silver,93000,125,Dalton Car Sales,Middlesbrough,01155 545889,5-door,NE
868,Peugeot,205,L,white,17000,12999,Prestige Vehicles,Edinburgh,0131 766 4521,MOT,N
870,Peugeot,406,N,green,88000,3299,Nippon Sales,Maldon,01621 456324,FSH,E
871,Renault,11,R,silver,82000,830,The Car Shop,Chester,01344 768970,Stereo,NW
872,Renault,11,S,blue,49000,1299,Frank's Car Sales,Stockton,01677 434210,1 owner,NE
873,Renault,11,L,white,40000,34000,Car-U-Like,Portsmouth,01233 872222,Any trial,S
874,Renault,11,K,red,16000,5600,Wheels of Croydon,Croydon,0181 788 5333,Used daily,S
875,Renault,21,K,green,13000,3499,Bristol Motors,Bristol,0117 455 3211,T&T,W
876,Renault,21,L,silver,77000,2899,McGovern's Cars,Glasgow,0141 544 9519,Radio,N
877,Renault,21,P,blue,53000,3450,Reliable Harry's,Clapham,0171 556 3288,Any trial,S
878,Renault,Clio,N,lemon,73000,4400,Dalton Car Sales,Middlesbrough,01155 545889,Used daily,NE
880,Renault,Clio,S,green,97000,15500,Prestige Vehicles,Edinburgh,0131 766 4521,Radio,N
882,Renault,Clio,R,blue,19000,14500,Nippon Sales,Maldon,01621 456324,Very fast,E
883,Renault,Clio,P,white,10000,12500,The Car Shop,Chester,01344 768970,Alloys,NW
884,Renault,Espace,L,green,94000,9999,Frank's Car Sales,Stockton,01677 434210,MOT,NE
885,Renault,Espace,M,black,39000,3500,Car-U-Like,Portsmouth,01233 872222,MOT,S
886,Renault,Espace,L,red,41000,3550,Wheels of Croydon,Croydon,0181 788 5333,VGC,S
887,BMW,321,K,white,42000,4500,Bristol Motors,Bristol,0117 455 3211,MOT,W
888,BMW,316,H,blue,46000,2550,McGovern's Cars,Glasgow,0141 544 9519,VGC,N
889,BMW,316,G,red,57000,3999,Reliable Harry's,Clapham,0171 556 3288,aircon,S
890,BMW,316,H,pale blue,58000,2550,Dalton Car Sales,Middlesbrough,01155 545889,MOT,NE
892,BMW,316,L,grey,62000,7500,Prestige Vehicles,Edinburgh,0131 766 4521,VGC,N
894,Ford,Escort,R,black,93000,899,Nippon Sales,Maldon,01621 456324,MOT,E
895,Ford,Escort,R,red,21000,2000,The Car Shop,Chester,01344 768970,3 door,NW
896,Ford,Escort,S,grey,17000,1050,Frank's Car Sales,Stockton,01677 434210,VGC,NE
897,Ford,Escort,S,blue,14000,1850,Car-U-Like,Portsmouth,01233 872222,MOT,S
898,Ford,Escort,S,pink,88000,2000,Wheels of Croydon,Croydon,0181 788 5333,VGC,S
899,Ford,Escort,N,green,82000,2100,Bristol Motors,Bristol,0117 455 3211,VGC,W
900,Ford,Escort,N,yellow,49000,300,McGovern's Cars,Glasgow,0141 544 9519,aircon,N
901,Ford,Fiesta,N,red,40000,550,Reliable Harry's,Clapham,0171 556 3288,aircon,S
902,Ford,Fiesta,P,grey,16000,2380,Dalton Car Sales,Middlesbrough,01155 545889,VGC,NE
904,Ford,Fiesta,M,green,77000,8600,Prestige Vehicles,Edinburgh,0131 766 4521,3 door,N
906,Ford,Fiesta,R,red,73000,6200,Wrights Quality Cars,Liverpool,01514 567843,VGC,NW
907,Ford,Fiesta,R,blue,89000,125,Nixons Used Autos,Liverpool,01514 561235,aircon,NW
908,Ford,Fiesta,C,red,97000,790,Daves Used Cars,Gravesend,01474 876098,MOT,SE
909,Ford,Fiesta,D,blue,12000,12999,Wrights Quality Cars,Liverpool,01514 567843,MOT,NW
910,Ford,Fiesta,F,white,19000,4500,Nixons Used Autos,Liverpool,01514 561235,VGC,NW
911,Ford,Fiesta,G,green,10000,3299,Daves Used Cars,Gravesend,01474 876098,MOT,SE
912,Ford,Fiesta,H,yellow,94000,830,Wrights Quality Cars,Liverpool,01514 567843,VGC,NW
913,Ford,Fiesta,J,red,39000,1299,Nixons Used Autos,Liverpool,01514 561235,aircon,NW
914,Ford,Fiesta,J,pink,41000,34000,Acme Autos,Colchester,01206 452345,MOT,E
915,Ford,Sierra,K,white,42000,5600,Acme Autos,Colchester,01206 452345,aircon,E
916,Ford,Sierra,L,grey,46000,3499,University Motors,Cambridge,01223 768956,VGC,C
917,Ford,Sierra,K,red,57000,2899,University Motors,Cambridge,01223 768956,MOT,C
918,Ford,Sierra,L,blue,58000,3450,Smith Autos,Cambridge,01223 654318,MOT,C
919,Ford,Sierra,P,white,51000,4400,Weldit Used Cars,Inverness,01463 741514,3 door,N
920,Ford,Sierra,N,green,62000,4650,Tidy Cars,Peterborough,01733 231456,VGC,E
921,Ford,Sierra,R,yellow,103000,15500,Hudson Used Cars,Clacton on Sea,01255 423161,MOT,E
922,Ford,Sierra,S,red,93000,13500,Bodgit Quality Cars,Southport,01704 567854,VGC,NW
923,Ford,Sierra,S,pink,21000,14500,Weldit Used Cars,Inverness,01463 741514,VGC,N
924,Ford,Sierra,R,white,17000,12500,Tidy Cars,Peterborough,01733 231456,VGC,E
925,Ford,Sierra,P,grey,14000,9999,Hudson Used Cars,Clacton on Sea,01255 423161,3 door,E
926,Ford,Sierra,G,red,88000,3500,Bodgit Quality Cars,Southport,01704 567854,3 door,NW
927,Ford,Sierra,L,blue,82000,3550,Port Erin,Isle of Man,01624 453678,3 door,NW
928,Ford,Mondeo,M,white,49000,4500,Weldit Used Cars,Inverness,01463 741514,VGC,N
929,Ford,Mondeo,R,green,40000,2550,Tidy Cars,Peterborough,01733 231456,aircon,E
930,Ford,Mondeo,S,yellow,16000,3999,Hudson Used Cars,Clacton on Sea,01255 423161,MOT,E
931,Ford,Mondeo,G,red,13000,2550,Bodgit Quality Cars,Southport,01704 567854,MOT,NW
932,Ford,Mondeo,L,pink,77000,995,Fixitt Car Dealers,Portree,01478 576894,VGC,N
933,Ford,Mondeo,M,white,53000,7500,Tidy Cars,Peterborough,01733 231456,MOT,E
934,Ford,Mondeo,R,grey,73000,850,Tidy Cars,Peterborough,01733 231456,VGC,E
935,Ford,Mondeo,S,red,89000,899,Fixitt Car Dealers,Portree,01478 576894,aircon,N
936,Ford,Mondeo,G,blue,97000,2000,Hudson Used Cars,Clacton on Sea,01255 423161,MOT,E
937,Ford,Mondeo,L,white,12000,1050,Off Road Sales,Torquay,01803 323014,aircon,W
938,Peugeot,106,M,green,19000,1850,Rook Used Cars,Exeter,01392 460753,VGC,SW
939,Peugeot,106,R,yellow,10000,2000,Rook Used Cars,Exeter,01392 460753,MOT,SW
940,Peugeot,106,S,red,94000,2100,Sports Cars,Nottingham,01158 678954,MOT,C
941,Peugeot,106,R,pink,39000,300,Sports Cars,Nottingham,01158 678954,3 door,C
942,Peugeot,306,S,white,41000,550,Daves Used Cars,Gravesend,01474 876098,VGC,SE
943,Peugeot,306,G,grey,42000,2380,Wrights Quality Cars,Liverpool,01514 567843,MOT,NW
944,Peugeot,306,L,red,46000,75,Nixons Used Autos,Liverpool,01514 561235,VGC,NW
945,Peugeot,405,M,blue,57000,8600,Daves Used Cars,Gravesend,01474 876098,VGC,SE
946,Peugeot,405,P,white,58000,25,Wrights Quality Cars,Liverpool,01514 567843,aircon,NW
947,Peugeot,405,G,green,51000,6200,Nixons Used Autos,Liverpool,01514 561235,aircon,NW
948,Peugeot,605,R,yellow,62000,125,Daves Used Cars,Gravesend,01474 876098,VGC,SE
949,Peugeot,205,S,red,103000,790,Wrights Quality Cars,Liverpool,01514 567843,3 door,NW
950,Peugeot,205,S,pink,93000,12999,Nixons Used Autos,Liverpool,01514 561235,3 door,NW
951,Peugeot,205,R,white,21000,4500,Acme Autos,Colchester,01206 452345,3 door,E
952,Peugeot,205,R,grey,17000,3299,Acme Autos,Colchester,01206 452345,VGC,E
953,Peugeot,406,R,red,14000,830,University Motors,Cambridge,01223 768956,aircon,C
954,Peugeot,406,P,blue,88000,1299,University Motors,Cambridge,01223 768956,MOT,C
955,Ford,Escort,N,white,82000,34000,Smith Autos,Cambridge,01223 654318,MOT,C
956,Ford,Escort,L,green,49000,5600,Station Cars,Manchester,01617 453678,VGC,N
957,Ford,Escort,P,yellow,40000,3499,Station Cars,Manchester,1618 453678,MOT,NW
958,Ford,Escort,S,red,16000,2899,Smith Autos,Cambridge,01223 654318,VGC,C
959,Ford,Escort,S,pink,13000,3450,Smith Autos,Cambridge,01223 654318,aircon,C
960,Ford,Escort,R,white,77000,4400,Wrights Quality Cars,Liverpool,01514 567843,MOT,NW
961,Ford,Escort,R,grey,53000,4650,Wrights Quality Cars,Liverpool,01514 567843,aircon,NW
962,Ford,Fiesta,R,red,73000,15500,Wrights Quality Cars,Liverpool,01514 567843,VGC,NW
963,Ford,Fiesta,P,blue,89000,13500,Acme Autos,Colchester,01206 452345,MOT,E
964,Ford,Fiesta,N,white,97000,14500,Acme Autos,Colchester,01206 452345,MOT,E
965,Ford,Fiesta,L,green,12000,12500,Nixons Used Autos,Liverpool,01514 561235,3 door,NW
966,Ford,Fiesta,P,yellow,19000,9999,Nixons Used Autos,Liverpool,01514 561235,VGC,NW
967,Ford,Fiesta,N,red,10000,3500,Nixons Used Autos,Liverpool,01514 561235,MOT,NW
968,Ford,Fiesta,R,pink,94000,3550,Nixons Used Autos,Liverpool,01514 561235,VGC,NW
969,Ford,Fiesta,S,white,8500,4500,Nippon Sales,Maldon,01621 456324,MOT,E
970,Ford,Fiesta,L,grey,22500,2550,Nippon Sales,Maldon,01621 456324,VGC,E
971,Ford,Fiesta,K,red,35500,3999,Nippon Sales,Maldon,01621 456324,VGC,E
972,Ford,Fiesta,K,blue,12500,2550,The Car Shop,Chester,01344 768970,5-door,NW
973,Ford,Fiesta,L,white,12000,995,Frank's Car Sales,Stockton,01677 434210,Immac,NE
974,Ford,Fiesta,P,green,22500,7500,Car-U-Like,Portsmouth,01233 872222,MOT,S
975,Ford,Fiesta,N,yellow,65500,850,Wheels of Croydon,Croydon,0181 788 5333,Lady owner,S
976,Ford,Sierra,R,red,12400,899,Bristol Motors,Bristol,0117 455 3211,FSH,W
977,Ford,Sierra,S,pink,26500,2000,McGovern's Cars,Glasgow,0141 544 9519,Stereo,N
978,Ford,Sierra,S,white,32500,1050,Reliable Harry's,Clapham,0171 556 3288,1 owner,S
979,Ford,Sierra,R,grey,24500,1850,Dalton Car Sales,Middlesbrough,01155 545889,Any trial,NE
981,Ford,Sierra,L,blue,45600,2100,Prestige Vehicles,Edinburgh,0131 766 4521,T&T,N
983,Ford,Sierra,L,green,33000,550,Nippon Sales,Maldon,01621 456324,VGC,E
984,Ford,Sierra,K,yellow,23000,2380,The Car Shop,Chester,01344 768970,VGC,NW
985,Ford,Sierra,H,red,15000,75,Frank's Car Sales,Stockton,01677 434210,5-door,NE
986,Ford,Sierra,G,pink,12500,8600,Car-U-Like,Portsmouth,01233 872222,Immac,S
987,Ford,Sierra,H,white,12000,25,Wheels of Croydon,Croydon,0181 788 5333,MOT,S
988,Ford,Sierra,K,grey,22500,6200,Bristol Motors,Bristol,0117 455 3211,Lady owner,W
989,Ford,Mondeo,L,red,65500,125,McGovern's Cars,Glasgow,0141 544 9519,FSH,N
990,Ford,Mondeo,P,blue,12400,790,Reliable Harry's,Clapham,0171 556 3288,Stereo,S
991,Ford,Mondeo,R,white,26500,12999,Dalton Car Sales,Middlesbrough,01155 545889,1 owner,NE
993,Ford,Mondeo,S,yellow,24500,3299,Prestige Vehicles,Edinburgh,0131 766 4521,Used daily,N
995,Ford,Mondeo,S,pink,45600,1299,Nippon Sales,Maldon,01621 456324,Radio,E
996,Ford,Mondeo,N,white,55700,34000,The Car Shop,Chester,01344 768970,Any trial,NW
997,Ford,Mondeo,N,grey,33000,5600,Frank's Car Sales,Stockton,01677 434210,Used daily,NE
998,Ford,Mondeo,N,red,23000,3499,Car-U-Like,Portsmouth,01233 872222,T&T,S
999,Ford,Mondeo,R,red,7000,2899,Wheels of Croydon,Croydon,0181 788 5333,Radio,S
1000,Ford,Mondeo,P,black,123000,2199,Wheels of Croydon,Croydon,0181 788 5333,Radio,S
319,Honda,Civic,R,red,23000,7525,Dover Cars and Repairs,Dover,01556 781000,Lady owner,SE
329,Fiat,Tipo,G,green,23000,75,Northern Car Warehouse,Newcastle,0181 677 3371,T&T,N
331,Fiat,Tipo,M,red,98000,25,Dover Cars and Repairs,Dover,01556 781000,Stunning,SE
341,Nissan,Bluebird,G,pink,44000,5600,Northern Car Warehouse,Newcastle,0181 677 3371,aircon,N
343,Nissan,Sunny,M,grey,88000,2899,Dover Cars and Repairs,Dover,01556 781000,MOT,SE
353,VW,Passat,N,red,51000,3550,Northern Car Warehouse,Newcastle,0181 677 3371,3 door,N
355,Toyota,Landcruiser,P,white,103000,2550,Dover Cars and Repairs,Dover,01556 781000,3 door,SE
430,Vauxhall,Astra,L,red,94000,3500,Northern Car Warehouse,Newcastle,0181 677 3371,Any trial,N
432,Vauxhall,Omega,P,white,41000,4500,Dover Cars and Repairs,Dover,01556 781000,T&T,SE
442,VW,Golf,L,grey,17000,1850,Northern Car Warehouse,Newcastle,0181 677 3371,MOT,N
444,VW,Passat,N,red,88000,2100,Dover Cars and Repairs,Dover,01556 781000,FSH,SE
454,Renault,Megane,S,green,97000,2500,Northern Car Warehouse,Newcastle,0181 677 3371,Immac,N
456,Renault,Safrane,R,blue,19000,899,Dover Cars and Repairs,Dover,01556 781000,Lady owner,SE
466,Peugeot,205 XE,L,yellow,12400,17899,Northern Car Warehouse,Newcastle,0181 677 3371,T&T,N
468,Peugeot,205 D,R,gold,32500,3499,Dover Cars and Repairs,Dover,01556 781000,Stunning,SE
478,Mercedes,SL500,M,silver,26500,7799,Northern Car Warehouse,Newcastle,0181 677 3371,aircon,N
480,Mercedes,C320,R,white,24500,4500,Dover Cars and Repairs,Dover,01556 781000,MOT,SE
490,Peugeot,106 XL,L,lemon,109000,790,Northern Car Warehouse,Newcastle,0181 677 3371,3 door,N
492,BMW,525 SE,L,green,34000,4500,Dover Cars and Repairs,Dover,01556 781000,3 door,SE
501,Jaguar,XJS,L,red,98000,4400,Didier Used Cars and Trucks,Coventry,0121 680 8733,MOT,C
502,Toyota,Landcruiser,M,pale blue,34000,4650,Didier Used Cars and Trucks,Coventry,122 680 8733,aircon,C
503,Mercedes,E220,R,blue,56000,15500,Didier Used Cars and Trucks,Coventry,123 680 8733,VGC,C
504,Landrover,Discovery,S,grey,34000,13500,Didier Used Cars and Trucks,Coventry,124 680 8733,MOT,C
505,VW,Passat,G,yellow,44000,14500,Didier Used Cars and Trucks,Coventry,125 680 8733,MOT,C
506,Jaguar,XJS,L,black,55000,12500,Didier Used Cars and Trucks,Coventry,126 680 8733,3 door,C
507,Toyota,Landcruiser,M,red,66000,9999,Didier Used Cars and Trucks,Coventry,127 680 8733,VGC,C
508,Mercedes,E220,R,grey,34000,3500,Didier Used Cars and Trucks,Coventry,128 680 8733,MOT,C
509,Landrover,Discovery,S,blue,56000,3550,Didier Used Cars and Trucks,Coventry,129 680 8733,VGC,C
601,Renault,Megane,R,red,39000,300,Northern Car Warehouse,Newcastle,0181 677 3371,FSH,N
603,Renault,Safrane,R,white,42000,450,Dover Cars and Repairs,Dover,01556 781000,1 owner,SE
614,VW,Golf,R,yellow,88000,750,Northern Car Warehouse,Newcastle,182 677 3371,VGC,N
616,VW,Golf,P,pink,49000,12999,Dover Cars and Repairs,Dover,1557 781000,VGC,SE
627,Mercedes,E320,P,grey,10000,18499,Northern Car Warehouse,Newcastle,183 677 3371,T&T,N
629,Mercedes,SL300,R,blue,8500,8399,Dover Cars and Repairs,Dover,1558 781000,VGC,SE
640,Peugeot,306 XD,H,blue,95500,2380,Northern Car Warehouse,Newcastle,184 677 3371,T&T,N
642,Peugeot,106 XL,L,orange,55700,8600,Dover Cars and Repairs,Dover,1559 781000,Any trial,SE
653,VW,Passat,M,green,55700,5600,Northern Car Warehouse,Newcastle,185 677 3371,VGC,N
655,Toyota,Landcruiser,S,blue,23000,2899,Dover Cars and Repairs,Dover,1560 781000,MOT,SE
668,BMW,328i,L,blue,45000,34000,Northern Car Warehouse,Newcastle,182 677 3371,3 door,N
670,Rover,3500i,N,orange,109000,3499,Dover Cars and Repairs,Dover,1557 781000,3 door,SE
681,Austin,Montego,G,green,44000,3550,Northern Car Warehouse,Newcastle,183 677 3371,VGC,N
683,BMW,525i,M,blue,88000,2550,Dover Cars and Repairs,Dover,1558 781000,MOT,SE
843,Ford,Sierra,S,silver,56000,9999,Northern Car Warehouse,Newcastle,0181 677 3371,Any trial,N
845,Ford,Mondeo,S,white,44000,3550,Dover Cars and Repairs,Dover,01556 781000,T&T,SE
855,Peugeot,106,R,orange,34000,1050,Northern Car Warehouse,Newcastle,0181 677 3371,MOT,N
857,Peugeot,106,P,red,39000,2000,Dover Cars and Repairs,Dover,01556 781000,FSH,SE
867,Peugeot,205,N,blue,21000,790,Northern Car Warehouse,Newcastle,0181 677 3371,Immac,N
869,Peugeot,406,P,red,14000,4500,Dover Cars and Repairs,Dover,01556 781000,Lady owner,SE
879,Renault,Clio,R,orange,89000,4650,Northern Car Warehouse,Newcastle,0181 677 3371,T&T,N
881,Renault,Clio,S,silver,12000,13500,Dover Cars and Repairs,Dover,01556 781000,Stunning,SE
891,BMW,321,K,blue,51000,995,Northern Car Warehouse,Newcastle,0181 677 3371,aircon,N
893,BMW,316,P,yellow,103000,850,Dover Cars and Repairs,Dover,01556 781000,MOT,SE
903,Ford,Fiesta,M,green,13000,75,Northern Car Warehouse,Newcastle,0181 677 3371,3 door,N
905,Ford,Fiesta,S,white,53000,25,Dover Cars and Repairs,Dover,01556 781000,3 door,SE
980,Ford,Sierra,P,red,95500,2000,Northern Car Warehouse,Newcastle,0181 677 3371,Used daily,N
982,Ford,Sierra,M,white,55700,300,Dover Cars and Repairs,Dover,01556 781000,Radio,SE
992,Ford,Mondeo,R,green,32500,4500,Northern Car Warehouse,Newcastle,0181 677 3371,Any trial,N
994,Ford,Mondeo,S,red,95500,830,Dover Cars and Repairs,Dover,01556 781000,T&T,SE
156,Toyota,Landcruiser,R,white,98000,3499,Northern Car Warehouse,Newcastle,0181 677 3371,MOT,N
158,Landrover,Discovery,G,green,45000,1699,Dover Cars and Repairs,Dover,01556 781000,FSH,SE
168,Daewoo,Subina,P,red,34000,4500,Northern Car Warehouse,Newcastle,0181 677 3371,Immac,N
170,Fiat,Punto,R,silver,34000,8275,Dover Cars and Repairs,Dover,01556 781000,Lady owner,SE
180,Fiat,Punto,N,red,46000,4500,Northern Car Warehouse,Newcastle,0181 677 3371,T&T,N
182,Austin,Metro,S,silver,58000,830,Dover Cars and Repairs,Dover,01556 781000,VGC,SE
192,Austin,Metro,R,silver,49000,13500,Northern Car Warehouse,Newcastle,0181 677 3371,FSH,N
194,Vauxhall,Astra,L,white,16000,12500,Dover Cars and Repairs,Dover,01556 781000,1 owner,SE
204,Bentley,Mulsanne,R,lemon,94000,850,Northern Car Warehouse,Newcastle,0181 677 3371,Lady owner,N
206,Vauxhall,Cavalier,S,green,41000,2000,Dover Cars and Repairs,Dover,01556 781000,Stereo,SE
216,Vauxhall,Vectra,R,green,17000,12500,Northern Car Warehouse,Newcastle,0181 677 3371,Stunning,N
218,Vauxhall,Astra,C,blue,88000,15500,Dover Cars and Repairs,Dover,01556 781000,Alloys,SE
293,BMW,525 SE,R,red,12000,899,Northern Car Warehouse,Newcastle,0181 677 3371,Any trial,N
295,BMW,735i,S,white,65500,13500,Dover Cars and Repairs,Dover,01556 781000,T&T,SE
305,BMW,321,R,white,15000,1299,Northern Car Warehouse,Newcastle,0181 677 3371,MOT,N
307,BMW,316,D,red,12400,5499,Dover Cars and Repairs,Dover,01556 781000,FSH,SE
317,Honda,Accord,P,green,76900,8399,Northern Car Warehouse,Newcastle,0181 677 3371,Immac,N
